time,ax,ay,az,aT
40.0990,-0.0666,-0.0049,-0.0472,0.082
40.0990,-0.0797,0.0451,-0.1206,0.151
40.1150,-0.0648,0.0378,-0.1843,0.199
40.1350,-0.0968,0.0140,-0.1410,0.172
40.1530,-0.1313,0.0028,-0.0880,0.158
40.1720,-0.0707,0.0275,-0.1807,0.196
40.1910,-0.0349,0.0061,-0.1314,0.136
40.2150,-0.0910,-0.0313,-0.0411,0.105
40.2680,-0.0392,0.0127,-0.2047,0.209
40.2680,-0.1193,0.0223,-0.1145,0.167
40.2680,-0.0786,0.0604,-0.0844,0.130
40.2850,-0.1024,-0.0228,-0.1482,0.182
40.3050,-0.0775,0.0124,-0.1253,0.148
40.3240,-0.0233,0.0352,-0.0424,0.060
40.3450,-0.0778,0.0066,-0.1843,0.200
40.3830,-0.0975,0.0017,-0.0388,0.105
40.3830,-0.1291,0.0408,-0.1976,0.240
40.4020,-0.0698,0.0586,-0.1338,0.162
40.4190,-0.0724,-0.0129,-0.0664,0.099
40.4370,-0.0429,-0.0128,-0.1687,0.175
40.4640,-0.1180,0.0348,-0.1519,0.195
40.5060,-0.0515,0.0300,-0.0388,0.071
40.5060,-0.1190,-0.0356,-0.2072,0.242
40.5140,-0.1177,0.0335,-0.1278,0.177
40.5330,-0.0776,0.0193,-0.0316,0.086
40.5520,-0.0411,-0.0210,-0.1543,0.161
40.5710,-0.0759,-0.0031,-0.0725,0.105
40.5970,-0.0971,0.0481,-0.1627,0.195
40.6380,-0.1270,0.0374,-0.1074,0.170
40.6380,-0.0562,-0.0009,-0.0412,0.070
40.6470,-0.1299,0.0230,-0.1219,0.180
40.6650,-0.0718,0.0349,-0.1700,0.188
40.6850,-0.0342,-0.0055,-0.0208,0.040
40.7050,-0.0702,0.0173,-0.1976,0.210
40.7230,-0.1034,0.0378,-0.1772,0.209
40.7460,-0.1059,0.0461,-0.1122,0.161
40.7940,-0.0815,-0.0064,-0.0376,0.090
40.7940,-0.0472,-0.0064,-0.1038,0.114
40.7990,-0.0964,0.0068,-0.1892,0.212
40.8190,-0.0602,0.0321,-0.0834,0.108
40.8370,-0.0765,0.0130,-0.1194,0.142
40.8560,-0.0933,0.0131,-0.1387,0.168
40.8810,-0.0801,0.0105,-0.1182,0.143
40.9160,-0.1217,0.0175,-0.0930,0.154
40.9160,-0.0621,-0.0087,-0.1591,0.171
40.9330,0.0007,0.0342,-0.1339,0.138
40.9500,-0.1522,0.0235,-0.2566,0.299
40.9690,-0.0626,0.0378,0.0153,0.075
40.9900,-0.0845,0.0213,-0.2121,0.229
41.0070,-0.1164,0.0035,-0.1952,0.227
41.0350,-0.0881,0.0069,-0.0990,0.133
41.0850,-0.0255,0.0226,-0.0701,0.078
41.0850,-0.0933,0.0512,-0.2061,0.232
41.0860,-0.0632,-0.0251,-0.2049,0.216
41.1060,-0.1582,-0.0013,-0.1074,0.191
41.1210,-0.0619,0.0131,-0.1471,0.160
41.1400,-0.0752,0.0131,-0.1387,0.158
41.1600,-0.0919,0.0167,-0.1676,0.192
41.1930,-0.0529,0.0143,-0.1014,0.115
41.1980,-0.0981,-0.0060,-0.1928,0.216
41.2180,-0.1195,0.0073,-0.1243,0.173
41.2370,-0.0794,0.0310,-0.2794,0.292
41.2550,-0.0915,0.0217,-0.1170,0.150
41.2740,-0.0549,0.0420,-0.1254,0.143
41.2930,-0.0691,-0.0115,-0.1531,0.168
41.3240,-0.0975,-0.0139,-0.2662,0.284
41.3300,-0.1268,0.0064,-0.0809,0.151
41.3490,-0.0944,0.0350,-0.1807,0.207
41.3680,-0.1125,0.0364,-0.1651,0.203
41.3890,-0.0398,0.0055,-0.1495,0.155
41.4060,-0.0959,0.0161,-0.0725,0.121
41.4250,-0.0767,0.0292,-0.2000,0.216
41.4450,-0.0733,0.0077,-0.1711,0.186
41.4870,-0.0661,-0.0041,-0.2120,0.222
41.4870,-0.1046,0.0423,-0.0364,0.119
41.5050,-0.0759,0.0116,-0.1471,0.166
41.5200,-0.0675,-0.0192,-0.2469,0.257
41.5390,-0.0538,0.0475,-0.0954,0.119
41.5590,-0.0962,0.0222,-0.2253,0.246
41.5780,-0.0828,0.0128,-0.2000,0.217
41.6090,-0.1570,0.0153,-0.2589,0.303
41.6150,-0.0717,0.0237,-0.1326,0.153
41.6340,-0.0737,0.0152,-0.2373,0.249
41.6530,-0.0692,0.0047,-0.1326,0.150
41.6730,-0.0726,0.0663,-0.2276,0.248
41.6910,-0.0777,0.0329,-0.1771,0.196
41.7100,-0.1252,-0.0123,-0.1326,0.183
41.7400,-0.0879,-0.0040,-0.1819,0.202
41.7490,-0.0558,0.0186,-0.1988,0.207
41.7670,-0.0265,0.0445,-0.1302,0.140
41.7870,-0.0859,-0.0078,-0.1892,0.208
41.8050,-0.0622,0.0672,-0.1519,0.177
41.8240,-0.1135,0.0494,-0.0821,0.149
41.8440,-0.1130,-0.0496,-0.2746,0.301
41.8630,-0.0473,0.0278,-0.0917,0.107
41.9000,-0.0840,0.0159,-0.1892,0.208
41.9010,-0.0602,0.0018,-0.1952,0.204
41.9200,-0.1101,0.0183,-0.2000,0.229
41.9390,-0.0982,0.0767,-0.1952,0.232
41.9570,-0.1078,0.0030,-0.1699,0.201
41.9780,-0.1193,-0.0266,-0.1795,0.217
41.9960,-0.0244,0.0412,-0.2012,0.207
42.0240,-0.1222,0.0315,-0.1278,0.180
42.0340,-0.0940,-0.0043,-0.0966,0.135
42.0520,-0.0946,0.0209,-0.2686,0.286
42.0710,-0.0866,0.0517,-0.2481,0.268
42.0900,-0.0774,0.0314,-0.0148,0.085
42.1090,-0.0891,0.0065,-0.2169,0.235
42.1290,-0.0808,-0.0005,-0.2072,0.222
42.1560,-0.0441,0.0197,-0.1387,0.147
42.1660,-0.0707,0.0043,-0.0785,0.106
42.1850,-0.1237,0.0497,-0.2830,0.313
42.2050,-0.0895,0.0010,-0.1736,0.195
42.2230,-0.0550,0.0034,-0.1375,0.148
42.2420,-0.0765,0.0390,-0.1218,0.149
42.2620,-0.0693,-0.0110,-0.2133,0.225
42.2810,-0.0876,0.0154,-0.1195,0.149
42.3190,-0.0786,0.0260,-0.1363,0.159
42.3190,-0.0845,0.0402,-0.1231,0.155
42.3380,-0.1046,0.0212,-0.1953,0.223
42.3560,-0.0709,0.0117,-0.2313,0.242
42.3750,-0.0570,0.0009,-0.0340,0.066
42.3950,-0.0425,0.0427,-0.1628,0.174
42.4140,-0.1282,0.0084,-0.2061,0.243
42.4550,-0.0539,0.0248,-0.1171,0.131
42.4560,-0.0547,0.0273,-0.0858,0.105
42.4700,-0.1396,0.0405,-0.2518,0.291
42.4890,-0.0872,-0.0033,-0.1916,0.211
42.5080,-0.0535,-0.0044,-0.0629,0.083
42.5270,-0.0999,0.0207,-0.1207,0.158
42.5460,-0.0759,0.0185,-0.2783,0.289
42.5650,-0.1259,0.0342,-0.1832,0.225
42.6090,-0.0804,0.0010,-0.0894,0.120
42.6090,-0.0659,0.0310,-0.2012,0.214
42.6220,-0.1103,0.0214,-0.1411,0.180
42.6410,-0.0771,0.0213,-0.1531,0.173
42.6600,-0.1046,-0.0014,-0.1616,0.192
42.6930,-0.0723,0.0073,-0.2169,0.229
42.6980,-0.0775,0.0004,-0.1399,0.160
42.7170,-0.0944,0.0561,-0.0689,0.130
42.7360,-0.0750,0.0370,-0.1315,0.156
42.7550,-0.0806,-0.0224,-0.2037,0.220
42.7750,-0.1113,0.0110,-0.1736,0.206
42.8490,-0.0584,0.0077,-0.0569,0.082
42.8490,-0.0661,0.0163,-0.2686,0.277
42.8490,-0.1080,0.0283,-0.1736,0.206
42.8500,-0.0492,0.0103,-0.0786,0.093
42.8690,-0.1082,0.0402,-0.2325,0.260
42.8880,-0.0704,0.0034,-0.1941,0.206
42.9080,-0.0836,0.0249,-0.1520,0.175
42.9280,-0.0887,-0.0417,-0.1303,0.163
42.9640,-0.0817,0.0229,-0.0990,0.130
42.9640,-0.0933,0.0684,-0.2025,0.233
42.9830,-0.0812,0.0516,-0.1411,0.171
43.0020,-0.0702,0.0089,-0.1892,0.202
43.0210,-0.1121,0.0150,-0.0364,0.119
43.0410,-0.0313,0.0007,-0.2338,0.236
43.0600,-0.1221,0.0220,-0.1568,0.200
43.1060,-0.0522,-0.0293,-0.1424,0.154
43.1060,-0.1263,0.0435,-0.1364,0.191
43.1160,-0.0525,0.0541,-0.1736,0.189
43.1340,-0.0665,0.0159,-0.2182,0.229
43.1540,-0.0801,-0.0316,-0.1243,0.151
43.1730,-0.0962,-0.0149,-0.1977,0.220
43.1940,-0.0548,0.0400,-0.1857,0.198
43.2130,-0.1089,0.0602,-0.0546,0.136
43.2600,-0.0383,0.0150,-0.2109,0.215
43.2610,-0.1500,-0.0263,-0.1099,0.188
43.2680,-0.0513,0.0583,-0.1075,0.133
43.2860,-0.0695,-0.0225,-0.2194,0.231
43.3060,-0.0972,0.0370,-0.0919,0.139
43.3240,-0.1147,0.0229,-0.1327,0.177
43.3440,-0.0698,0.0160,-0.1977,0.210
43.3880,-0.1106,-0.0291,-0.0462,0.123
43.3880,-0.0722,0.0374,-0.2302,0.244
43.4010,-0.1274,0.0029,-0.1208,0.176
43.4200,-0.0503,0.0019,-0.1773,0.184
43.4420,-0.1280,0.0175,-0.1124,0.171
43.4770,-0.0842,0.0331,-0.1051,0.139
43.4780,-0.0888,-0.0147,-0.2002,0.219
43.4980,-0.0191,0.0341,-0.1304,0.136
43.5140,-0.1064,0.0197,-0.1821,0.212
43.5340,-0.0736,0.0056,-0.1388,0.157
43.5520,-0.1317,0.0355,-0.1857,0.230
43.5710,-0.0798,0.0390,-0.1148,0.145
43.5940,-0.0774,-0.0278,-0.1497,0.171
43.6180,-0.0935,0.0450,-0.1978,0.223
43.6300,-0.0488,0.0200,-0.1473,0.156
43.6470,-0.0711,0.0284,-0.1460,0.165
43.6670,-0.1070,0.0163,-0.1148,0.158
43.6870,-0.1022,0.0497,-0.1990,0.229
43.7040,-0.0941,0.0295,-0.1280,0.162
43.7240,-0.0167,0.0009,-0.1437,0.145
43.7580,-0.0765,-0.0073,-0.1341,0.155
43.7620,-0.1560,0.0285,-0.2074,0.261
43.7810,-0.1076,0.0427,-0.1136,0.162
43.8000,-0.0486,0.0153,-0.0848,0.099
43.8200,-0.0809,0.0355,-0.1377,0.164
43.8380,-0.0936,0.0187,-0.2351,0.254
43.8570,-0.0738,0.0034,-0.0812,0.110
43.8880,-0.0749,-0.0345,-0.1690,0.188
43.8950,-0.1297,0.0965,-0.1798,0.242
43.9130,-0.0670,0.0178,-0.1161,0.135
43.9320,-0.1005,0.0247,-0.0944,0.140
43.9520,-0.0956,-0.0321,-0.2039,0.227
43.9710,-0.0764,0.0287,-0.1991,0.215
43.9890,-0.0835,0.0428,-0.1606,0.186
44.0090,-0.1062,0.0190,-0.1810,0.211
44.0370,-0.0395,0.0381,-0.1173,0.129
44.0490,-0.1286,0.0273,-0.1918,0.233
44.0650,-0.0622,-0.0027,-0.0788,0.100
44.0850,-0.0751,-0.0015,-0.0980,0.123
44.1030,-0.0832,0.0258,-0.1509,0.174
44.1220,-0.0951,-0.0076,-0.0872,0.129
44.1420,-0.0699,0.0198,-0.1653,0.181
44.1780,-0.0866,0.0363,-0.0860,0.127
44.1810,-0.1148,0.0194,-0.1521,0.192
44.2020,-0.0852,-0.0017,-0.1497,0.172
44.2180,-0.0708,0.0043,-0.1545,0.170
44.2370,-0.0946,-0.0004,-0.1184,0.152
44.2560,-0.0435,0.0601,-0.1365,0.155
44.2760,-0.1385,0.0207,-0.1389,0.197
44.3190,-0.0612,0.0029,-0.1858,0.196
44.3190,-0.0887,0.0169,-0.1293,0.158
44.3330,-0.0676,0.0527,-0.1245,0.151
44.3500,-0.1017,0.0204,-0.2291,0.251
44.3700,-0.0955,-0.0022,-0.0667,0.117
44.3880,-0.0926,0.0348,-0.2014,0.224
44.4070,-0.0869,0.0265,-0.1184,0.149
44.4270,-0.0964,0.0134,-0.1461,0.176
44.4710,-0.0673,0.0135,-0.0920,0.115
44.4710,-0.0610,0.0338,-0.2375,0.248
44.4880,-0.0614,0.0112,-0.1052,0.122
44.5020,-0.1244,0.0169,-0.1196,0.173
44.5220,-0.0889,0.0300,-0.1076,0.143
44.5600,-0.0688,0.0050,-0.1497,0.165
44.5600,-0.0735,-0.0341,-0.1317,0.155
44.5780,-0.0653,0.0337,-0.2027,0.216
44.5980,-0.1317,0.0336,-0.1293,0.188
44.6180,-0.0626,0.0325,-0.1353,0.153
44.6360,-0.0874,0.0430,-0.2147,0.236
44.6830,-0.1206,-0.0284,-0.1521,0.196
44.6830,-0.0645,0.0028,-0.1690,0.181
44.6920,-0.0962,0.0423,-0.1485,0.182
44.7150,-0.1030,0.0078,-0.1942,0.220
44.7300,-0.0817,0.0101,-0.0534,0.098
44.7490,-0.1357,0.0564,-0.1701,0.225
44.7710,-0.0587,0.0315,-0.1147,0.133
44.8230,-0.0825,-0.0148,-0.1545,0.176
44.8230,-0.1135,-0.0052,-0.1340,0.176
44.8250,-0.0602,0.0307,-0.1352,0.151
44.8440,-0.1138,0.0390,-0.0775,0.143
44.8660,-0.1022,0.0127,-0.2194,0.242
44.9030,-0.0761,-0.0040,-0.1412,0.160
44.9030,-0.0865,0.0629,-0.1713,0.202
44.9230,-0.0768,-0.0072,-0.2579,0.269
44.9400,-0.0775,-0.0247,-0.0654,0.104
44.9580,-0.1033,0.0311,-0.1087,0.153
44.9770,-0.1270,0.0272,-0.1616,0.207
44.9960,-0.0672,0.0048,-0.2122,0.223
45.0210,-0.1146,0.0215,-0.0834,0.143
45.0640,-0.0598,0.0358,-0.1700,0.184
45.0640,-0.1277,-0.0034,-0.1231,0.177
45.0730,-0.0434,0.0240,-0.1436,0.152
45.0910,-0.0884,-0.0282,-0.1628,0.187
45.1110,-0.0844,0.0253,-0.1556,0.179
45.1290,-0.0894,0.0681,-0.0401,0.119
45.1480,-0.1024,0.0383,-0.1664,0.199
45.1720,-0.0991,-0.0320,-0.1207,0.159
45.2190,-0.0234,-0.0130,-0.0281,0.039
45.2190,-0.0801,0.0549,-0.1724,0.198
45.2240,-0.0884,0.0347,-0.1809,0.204
45.2430,-0.0445,0.0288,-0.0762,0.093
45.2620,-0.1546,0.0205,-0.1917,0.247
45.2840,-0.1054,0.0240,-0.1868,0.216
45.3270,-0.0312,-0.0238,-0.0305,0.050
45.3280,-0.1192,0.0181,-0.1676,0.206
45.3390,-0.0717,0.0062,-0.1375,0.155
45.3560,-0.1143,0.0465,-0.1616,0.203
45.3760,-0.1082,0.0276,-0.1748,0.207
45.3940,-0.0636,0.0215,-0.0654,0.094
45.4140,-0.1026,0.0035,-0.1989,0.224
45.4460,-0.0755,0.0131,-0.0894,0.118
45.4520,-0.0789,0.0073,-0.1243,0.147
45.4710,-0.0861,-0.0200,-0.1412,0.167
45.4890,-0.1122,0.0145,-0.1231,0.167
45.5090,-0.1168,0.0658,-0.1821,0.226
45.5280,-0.0274,0.0181,-0.0546,0.064
45.5470,-0.0806,0.0155,-0.0979,0.128
45.5660,-0.1066,-0.0189,-0.2759,0.296
45.5910,-0.0667,0.0048,-0.0690,0.096
45.6040,-0.1000,0.0656,-0.1183,0.168
45.6220,-0.0929,0.0167,-0.1099,0.145
45.6420,-0.0965,0.0014,-0.0654,0.117
45.6610,-0.0820,0.0394,-0.2050,0.224
45.6810,-0.0775,0.0012,-0.0353,0.085
45.6990,-0.1305,0.0050,-0.2266,0.262
45.7340,-0.0349,-0.0078,-0.0847,0.092
45.7370,-0.1376,0.0456,-0.1712,0.224
45.7560,-0.0792,0.0324,-0.1075,0.137
45.7750,-0.1198,0.0277,-0.1508,0.195
45.7940,-0.0503,-0.0104,-0.1376,0.147
45.8150,-0.1039,0.0132,-0.1833,0.211
45.8330,-0.0789,-0.0129,-0.0666,0.104
45.8620,-0.1129,0.0693,-0.1833,0.226
45.8700,-0.0670,0.0618,-0.0871,0.126
45.8880,-0.0980,0.0119,-0.1328,0.165
45.9100,-0.0638,-0.0405,-0.0462,0.089
45.9270,-0.0864,0.0061,-0.1123,0.142
45.9460,-0.1151,0.0217,-0.1569,0.196
45.9650,-0.0773,0.0503,-0.0931,0.131
45.9840,-0.0630,0.0242,-0.0979,0.119
46.0230,-0.1005,0.0265,-0.0655,0.123
46.0240,-0.0468,-0.0175,-0.0619,0.080
46.0450,-0.0904,-0.0091,-0.1473,0.173
46.0610,-0.1203,0.0122,-0.1232,0.173
46.0780,-0.0468,-0.0020,-0.0967,0.108
46.0990,-0.1056,0.0418,-0.1281,0.171
46.1200,-0.0718,0.0417,-0.0066,0.083
46.1520,-0.1058,-0.0155,-0.1991,0.226
46.1550,-0.1050,0.0226,-0.1040,0.149
46.1740,-0.1182,0.0048,-0.0788,0.142
46.1930,-0.0804,0.0098,-0.1522,0.172
46.2120,-0.0923,0.0559,-0.1221,0.163
46.2310,-0.0672,0.0033,-0.0511,0.084
46.2500,-0.1238,0.0117,-0.1172,0.171
46.2690,-0.0647,0.0225,-0.0872,0.111
46.3020,-0.0957,0.0391,-0.1257,0.163
46.3080,-0.0863,-0.0169,-0.0824,0.120
46.3250,-0.1202,-0.0049,-0.1882,0.223
46.3440,-0.0833,0.0417,-0.0944,0.133
46.3630,-0.0968,0.0700,-0.0391,0.126
46.3830,-0.1083,-0.0100,-0.1967,0.225
46.4050,-0.0620,0.0245,-0.1353,0.151
46.4480,-0.0617,0.0412,-0.1738,0.189
46.4480,-0.1260,-0.0052,-0.1389,0.188
46.4610,-0.0705,-0.0336,-0.1353,0.156
46.4770,-0.0981,0.0556,-0.0703,0.133
46.4960,-0.0682,0.0885,-0.1594,0.195
46.5160,-0.0730,-0.0149,-0.1522,0.169
46.5350,-0.1019,-0.0302,-0.0872,0.138
46.5640,-0.1175,0.0198,-0.1161,0.166
46.5720,-0.1044,-0.0003,-0.1221,0.161
46.5910,-0.1101,0.0460,-0.1558,0.196
46.6100,-0.1098,-0.0029,-0.1052,0.152
46.6290,-0.0419,0.0410,-0.0896,0.107
46.6490,-0.0928,-0.0364,-0.1702,0.197
46.6800,-0.0729,0.0409,-0.2280,0.243
46.6870,-0.1152,0.0218,0.0187,0.119
46.7050,-0.1176,-0.0341,-0.1089,0.164
46.7240,-0.0948,0.0465,-0.2244,0.248
46.7450,-0.0511,0.0879,-0.1017,0.144
46.7630,-0.0987,0.0167,-0.1558,0.185
46.7820,-0.0941,-0.0130,-0.1053,0.142
46.8010,-0.1427,-0.0259,-0.1197,0.188
46.8430,-0.0800,0.0692,-0.0776,0.131
46.8430,-0.0881,0.0120,-0.1486,0.173
46.8570,-0.0809,0.0227,-0.2147,0.231
46.8770,-0.1285,0.0428,-0.0331,0.139
46.8970,-0.0605,-0.0143,-0.1630,0.174
46.9140,-0.1396,0.0367,-0.0668,0.159
46.9340,-0.0825,-0.0037,-0.1293,0.153
46.9720,-0.1015,0.0167,-0.1558,0.187
46.9720,-0.0640,0.0145,-0.0115,0.067
46.9900,-0.1071,0.0464,-0.1426,0.184
47.0090,-0.1064,0.0119,-0.1618,0.194
47.0290,-0.1064,0.0033,-0.0427,0.115
47.0480,-0.0588,0.0001,-0.1462,0.158
47.1000,-0.1209,0.0348,-0.1582,0.202
47.1000,-0.0365,0.0110,-0.1065,0.113
47.1040,-0.1184,0.0219,-0.0981,0.155
47.1250,-0.0939,0.0349,-0.2376,0.258
47.1670,-0.0607,0.0183,-0.0054,0.064
47.1670,-0.0795,0.0183,-0.1426,0.164
47.2030,-0.1294,0.0006,-0.1943,0.233
47.2030,-0.0100,0.0375,-0.0066,0.039
47.2180,-0.1311,0.0470,-0.1197,0.184
47.2370,-0.0985,-0.0256,-0.2352,0.256
47.2570,-0.0809,0.0076,-0.0018,0.081
47.2760,-0.0935,0.0849,-0.2087,0.244
47.2940,-0.0891,-0.0206,-0.1113,0.144
47.3150,-0.0892,-0.0026,-0.1594,0.183
47.3330,-0.0951,0.0437,-0.1161,0.156
47.3730,-0.0893,0.0352,-0.1341,0.165
47.3730,-0.0878,0.0153,-0.1426,0.168
47.3880,-0.1021,0.0010,-0.1474,0.179
47.4080,-0.0700,0.0723,-0.1654,0.194
47.4270,-0.0943,-0.0359,-0.0860,0.133
47.4460,-0.0833,0.0070,-0.1931,0.210
47.4670,-0.0941,0.0547,-0.0812,0.136
47.4850,-0.1075,0.0318,-0.1173,0.162
47.5040,-0.0845,-0.0359,-0.1859,0.207
47.5230,-0.0939,0.0617,-0.1377,0.178
47.5610,-0.0941,0.0498,-0.0752,0.130
47.5610,-0.0844,-0.0453,-0.1666,0.192
47.5790,-0.0763,0.0096,-0.1438,0.163
47.5980,-0.0812,0.0645,-0.0800,0.131
47.6170,-0.0737,0.0382,-0.1775,0.196
47.6360,-0.1046,0.0108,-0.1305,0.168
47.6870,-0.0988,0.0156,-0.1257,0.161
47.6880,-0.1216,0.0109,-0.1005,0.158
47.6920,-0.0416,0.0075,-0.1570,0.163
47.7120,-0.1020,0.0074,-0.1895,0.215
47.7320,-0.0665,0.0742,-0.1053,0.145
47.7510,-0.0988,0.0147,-0.1642,0.192
47.7890,-0.0896,0.0327,-0.1029,0.140
47.7900,-0.1093,0.0374,-0.1534,0.192
47.8070,-0.0150,0.0030,-0.0608,0.063
47.8260,-0.1455,-0.0160,-0.1306,0.196
47.8450,-0.0646,0.0257,-0.1895,0.202
47.8640,-0.1604,0.0578,-0.1534,0.229
47.8840,-0.0444,0.0175,-0.0848,0.097
47.9280,-0.1158,0.0401,-0.1365,0.183
47.9290,-0.0523,-0.0314,-0.0740,0.096
47.9400,-0.1268,-0.0076,-0.2304,0.263
47.9590,-0.0808,0.0224,-0.1137,0.141
47.9830,-0.1163,0.0782,-0.1643,0.216
48.0240,-0.0460,-0.0182,-0.1787,0.185
48.0240,-0.1458,0.0448,-0.1041,0.185
48.0350,-0.0603,0.0033,-0.1751,0.185
48.0530,-0.1212,0.0010,-0.1246,0.174
48.0720,-0.0595,0.0189,-0.1655,0.177
48.0930,-0.1358,0.0037,-0.1943,0.237
48.1110,-0.0835,0.0455,-0.0163,0.096
48.1340,-0.1235,0.0431,-0.1907,0.231
48.1750,-0.0793,0.0703,-0.1703,0.201
48.1760,-0.0534,-0.0309,-0.1462,0.159
48.1870,-0.1027,-0.0415,-0.2412,0.265
48.2050,-0.1033,0.0430,-0.1041,0.153
48.2260,-0.0875,0.0620,-0.1715,0.202
48.2430,-0.1398,-0.0036,-0.1402,0.198
48.2700,-0.0502,0.0428,-0.1065,0.125
48.3110,-0.0833,0.0452,-0.1907,0.213
48.3120,-0.1166,-0.0320,-0.2340,0.263
48.3200,0.0158,-0.0211,-0.0873,0.091
48.3380,-0.1750,0.0337,-0.2003,0.268
48.3580,-0.0667,0.0778,-0.2135,0.237
48.3760,-0.0750,0.0610,-0.1558,0.183
48.3960,-0.0928,-0.0021,-0.1798,0.202
48.4150,-0.0398,-0.0079,-0.1257,0.132
48.4380,-0.1535,0.0254,-0.2268,0.275
48.5060,-0.0754,-0.0090,-0.1594,0.177
48.5070,-0.0504,0.0291,-0.0860,0.104
48.5070,-0.1286,0.0660,-0.2629,0.300
48.5100,-0.0377,0.0801,-0.0993,0.133
48.5290,-0.0840,-0.0035,-0.1293,0.154
48.5520,-0.0815,-0.0497,-0.1931,0.215
48.5870,-0.0960,0.0264,-0.0860,0.132
48.5870,-0.1379,0.0466,-0.2809,0.316
48.6040,-0.0546,0.0549,-0.0837,0.114
48.6230,-0.0390,0.0558,-0.0873,0.111
48.6430,-0.1309,-0.0192,-0.3278,0.354
48.6630,-0.1133,-0.0048,-0.1377,0.178
48.6800,-0.0709,0.0308,-0.0788,0.110
48.7000,-0.1231,0.0605,-0.2521,0.287
48.7250,-0.0959,0.0174,-0.2292,0.249
48.7370,-0.0744,0.0211,-0.1390,0.159
48.7560,-0.1180,0.0438,-0.1907,0.228
48.7760,-0.0676,-0.0034,-0.0993,0.120
48.7940,-0.1284,0.0026,-0.1510,0.198
48.8140,-0.1163,0.0286,-0.2076,0.240
48.8390,-0.0817,0.0501,-0.1811,0.205
48.8830,-0.0630,0.0287,-0.1294,0.147
48.8830,-0.1247,0.0050,-0.2725,0.300
48.8900,-0.1002,0.0419,-0.0789,0.134
48.9090,-0.0562,0.0359,-0.0584,0.089
48.9280,-0.1588,-0.0261,-0.3700,0.403
48.9470,-0.0845,0.0263,-0.1149,0.145
48.9660,-0.0988,0.0395,-0.0957,0.143
48.9850,-0.1106,0.0431,-0.2280,0.257
49.0160,-0.0784,0.0264,-0.1955,0.212
49.0240,-0.1156,0.0025,-0.0825,0.142
49.0410,-0.1013,0.0204,-0.1631,0.193
49.0600,-0.0842,0.0238,-0.2497,0.265
49.0810,-0.1239,0.0215,-0.0752,0.147
49.0980,-0.0418,0.0381,-0.1775,0.186
49.1180,-0.0918,0.0452,-0.1787,0.206
49.1460,-0.0906,0.0629,-0.0259,0.113
49.1570,-0.0389,-0.0145,-0.2533,0.257
49.1740,-0.1781,-0.0015,-0.2076,0.273
49.1930,0.0221,0.0710,0.0270,0.079
49.2120,-0.1586,0.0247,-0.3615,0.396
49.2320,-0.0843,-0.0180,-0.1294,0.155
49.2500,-0.0110,0.0461,0.0499,0.069
49.2700,-0.1420,0.0021,-0.2942,0.327
49.3010,-0.0840,0.0211,-0.1318,0.158
49.3080,-0.0460,-0.0075,-0.1390,0.147
49.3280,-0.1721,0.0699,-0.1739,0.254
49.3460,-0.0310,0.0376,-0.1174,0.127
49.3650,-0.1050,-0.0028,-0.1655,0.196
49.3850,-0.0880,0.0340,-0.1787,0.202
49.4030,-0.0809,0.0233,-0.0728,0.111
49.4360,-0.1148,0.0352,-0.3050,0.328
49.4410,-0.1262,0.0565,-0.0885,0.164
49.4600,-0.0761,-0.0233,-0.1474,0.168
49.4790,-0.0845,0.0208,-0.0849,0.122
49.4980,-0.1005,0.0743,-0.2545,0.284
49.5170,-0.1285,0.0101,-0.0837,0.154
49.5360,-0.0745,0.0112,-0.0764,0.107
49.5550,-0.0723,0.0148,-0.1522,0.169
49.5870,-0.1315,0.0244,-0.2497,0.283
49.5940,-0.0569,0.0278,0.0090,0.064
49.6120,-0.0853,0.0578,-0.1570,0.188
49.6310,-0.1173,0.0352,-0.2136,0.246
49.6490,-0.0961,-0.0184,-0.0728,0.122
49.6780,-0.0745,0.0412,-0.1498,0.172
49.6870,-0.0912,0.0256,-0.1462,0.174
49.7060,-0.0806,0.0183,-0.1258,0.151
49.7270,-0.1066,-0.0137,-0.0897,0.140
49.7440,-0.1103,0.0743,-0.1847,0.228
49.7630,-0.0725,0.0386,-0.1558,0.176
49.7820,-0.1158,-0.0067,-0.2003,0.231
49.8020,-0.0619,-0.0160,-0.0873,0.108
49.8390,-0.0870,0.0721,-0.1691,0.203
49.8400,-0.0919,0.0069,-0.1354,0.164
49.8590,-0.1139,0.0520,-0.1727,0.213
49.8770,-0.0782,0.0246,-0.1017,0.131
49.8960,-0.1186,0.0342,-0.2076,0.242
49.9160,-0.0662,0.0223,-0.1895,0.202
49.9350,-0.1060,-0.0050,-0.1294,0.167
49.9750,-0.0491,0.0165,-0.1667,0.175
49.9750,-0.1479,0.0427,-0.0885,0.178
49.9910,-0.0320,0.0484,-0.2461,0.253
50.0100,-0.1665,0.0114,-0.1546,0.227
50.0300,-0.0636,0.0006,-0.2003,0.210
50.0480,-0.1063,0.0081,-0.1751,0.205
50.0670,-0.0900,0.0215,-0.2220,0.241
50.1040,-0.0840,0.0655,-0.1221,0.162
50.1070,-0.1116,0.0272,-0.1955,0.227
50.1250,-0.0874,-0.0037,-0.1173,0.146
50.1430,-0.0865,0.0082,-0.2628,0.277
50.1620,-0.0940,0.0273,-0.1053,0.144
50.1810,-0.1073,0.0547,-0.1606,0.201
